order_id,customer_id,order_date,region,order_status,order_total,is_returned,payment_method
ORD0000110,CUST019719,2025-01-12,North,Delivered,307.14,0,COD
ORD0000111,CUST000878,2025-01-10,Northeast,Shipped,1797.84,0,Credit Card
ORD0000112,CUST006682,2024-06-18,Southeast,Returned,30.17,1,Credit Card
ORD0000113,CUST024585,2025-07-19,Southeast,Delivered,1143.74,0,Wallet
ORD0000114,CUST009571,2024-10-11,Southeast,Shipped,1655.17,0,UPI/Pix
ORD0000115,CUST014609,2025-03-02,South,Delivered,513.92,0,Credit Card
ORD0000116,CUST028908,2025-07-23,Northeast,Delivered,543.09,0,Credit Card
ORD0000117,CUST001638,2026-03-06,Southeast,Shipped,713.2,0,COD
ORD0000118,CUST000873,2026-01-31,South,Returned,316.05,1,Wallet
ORD0000119,CUST008030,2026-02-11,Northeast,Cancelled,682.83,0,
ORD0000120,CUST023687,2023-12-01,Southeast,Cancelled,295.69,0,
ORD0000121,CUST008254,2026-04-02,South,Delivered,584.65,0,COD
ORD0000122,CUST030028,2024-12-02,Northeast,Delivered,710.29,0,COD
ORD0000123,CUST012116,2025-01-31,Southeast,Cancelled,673.37,0,
ORD0000124,CUST009801,2026-01-20,Northeast,Delivered,1057.5,0,Credit Card
ORD0000125,CUST008174,2025-09-28,Southeast,Shipped,841.95,0,Debit Card
ORD0000126,CUST020024,2024-12-29,Northeast,Delivered,794.09,0,UPI/Pix
ORD0000127,CUST029794,2026-01-29,South,Delivered,815.57,0,Debit Card
ORD0000128,CUST014034,2025-10-01,Southeast,Shipped,269.81,0,Credit Card
ORD0000129,CUST008677,2026-06-02,Southeast,Delivered,494.31,0,UPI/Pix
ORD0000130,CUST014649,2025-04-10,Northeast,Delivered,111.31,0,UPI/Pix
ORD0000131,CUST031505,2026-05-06,Central-West,Delivered,425.09,0,Debit Card
ORD0000132,CUST011575,2026-03-25,Northeast,Returned,1218.48,1,Credit Card
ORD0000133,CUST022776,2024-04-08,North,Delivered,1297.13,0,UPI/Pix
ORD0000134,CUST011383,2024-07-20,South,Delivered,223.34,0,Wallet
ORD0000135,CUST023317,2024-09-07,Northeast,Delivered,534.21,0,Credit Card
ORD0000136,CUST030641,2025-02-28,Central-West,Cancelled,104.02,0,
ORD0000137,CUST020918,2026-01-18,Northeast,Shipped,19.19,0,Wallet
ORD0000138,CUST033146,2026-02-17,Southeast,Shipped,94.13,0,Credit Card
ORD0000139,CUST021004,2026-03-03,Southeast,Delivered,195.54,0,Debit Card
ORD0000140,CUST034137,2026-06-04,Southeast,Returned,602.69,1,Credit Card
ORD0000141,CUST025043,2025-08-30,South,Delivered,170.29,0,Credit Card
ORD0000142,CUST022652,2024-10-27,South,Cancelled,379.79,0,
ORD0000143,CUST028816,2026-03-16,Northeast,Delivered,155.47,0,Credit Card
ORD0000144,CUST000405,2024-12-22,Southeast,Delivered,73.17,0,UPI/Pix
ORD0000145,CUST008816,2025-06-07,Northeast,Delivered,141.83,0,COD
ORD0000146,CUST007578,2023-11-01,Northeast,Cancelled,76.2,0,
ORD0000147,CUST004018,2026-01-10,North,Delivered,400.23,0,Debit Card
ORD0000148,CUST032813,2026-03-24,South,Delivered,2796.19,0,Debit Card
ORD0000149,CUST004803,2023-11-11,North,Delivered,1549.21,0,Debit Card
ORD0000150,CUST009016,2025-02-01,Southeast,Shipped,93.35,0,Debit Card
ORD0000151,CUST011590,2025-08-23,Northeast,Delivered,2290.75,0,Credit Card
ORD0000152,CUST021701,2024-08-26,Southeast,Delivered,552.61,0,Wallet
ORD0000153,CUST026646,2024-06-06,Southeast,Returned,244.73,1,Credit Card
ORD0000154,CUST021111,2025-09-19,North,Delivered,91.51,0,UPI/Pix
ORD0000155,CUST025977,2026-04-16,South,Returned,283.32,1,COD
ORD0000156,CUST013875,2026-02-06,Southeast,Returned,585.46,1,Credit Card
ORD0000157,CUST034832,2025-05-18,South,Shipped,464.45,0,COD
ORD0000158,CUST006095,2025-01-05,Southeast,Delivered,563.26,0,Wallet
ORD0000159,CUST013782,2026-04-28,Southeast,Returned,313.69,1,Credit Card
ORD0000160,CUST028913,2026-02-19,Southeast,Delivered,447.08,0,Credit Card
ORD0000161,CUST008677,2026-03-11,Southeast,Returned,1311.15,1,Credit Card
ORD0000162,CUST026035,2026-05-14,South,Returned,769.47,1,Wallet
ORD0000163,CUST012553,2026-05-01,Southeast,Delivered,154.32,0,Wallet
ORD0000164,CUST006323,2025-06-10,South,Delivered,887.64,0,Credit Card
ORD0000165,CUST013923,2026-02-16,Southeast,Delivered,969.28,0,UPI/Pix
ORD0000166,CUST027184,2026-05-20,Northeast,Delivered,399.82,0,Wallet
ORD0000167,CUST004045,2024-05-07,Southeast,Returned,1253.65,1,Credit Card
ORD0000168,CUST018011,2026-02-14,Northeast,Delivered,1040.26,0,Credit Card
ORD0000169,CUST025704,2025-12-09,South,Cancelled,166.66,0,
ORD0000170,CUST026077,2025-09-23,Northeast,Returned,296.51,1,Debit Card
ORD0000171,CUST013418,2025-11-17,Central-West,Shipped,142.95,0,Credit Card
ORD0000172,CUST016299,2026-06-17,South,Cancelled,590.43,0,
ORD0000173,CUST029808,2026-04-21,Southeast,Cancelled,1936.26,0,
ORD0000174,CUST007331,2026-06-21,Southeast,Delivered,832.44,0,Debit Card
ORD0000175,CUST034771,2026-01-26,Southeast,Delivered,386.77,0,UPI/Pix
ORD0000176,CUST014576,2023-10-17,Southeast,Shipped,135.81,0,UPI/Pix
ORD0000177,CUST009504,2025-04-02,North,Cancelled,474.04,0,
ORD0000178,CUST000107,2024-05-18,Southeast,Shipped,1983.16,0,UPI/Pix
ORD0000179,CUST004573,2025-08-09,Southeast,Delivered,620.0,0,Credit Card
ORD0000180,CUST026217,2024-11-25,Southeast,Delivered,176.62,0,Credit Card
ORD0000181,CUST022514,2025-01-21,Northeast,Shipped,779.42,0,Debit Card
ORD0000182,CUST008677,2024-06-24,Southeast,Returned,1648.1,1,Credit Card
ORD0000183,CUST032366,2025-11-29,Southeast,Shipped,591.38,0,Wallet
ORD0000184,CUST029068,2026-05-15,Central-West,Delivered,1124.73,0,Credit Card
ORD0000185,CUST009263,2025-12-12,Northeast,Delivered,1164.33,0,Credit Card
ORD0000186,CUST011395,2025-12-05,Northeast,Delivered,826.51,0,Credit Card
ORD0000187,CUST006477,2026-05-15,South,Cancelled,345.22,0,
ORD0000188,CUST022327,2025-05-06,South,Returned,952.14,1,UPI/Pix
ORD0000189,CUST024221,2026-05-01,Northeast,Delivered,100.49,0,Credit Card
ORD0000190,CUST013654,2026-01-03,South,Delivered,669.07,0,UPI/Pix
ORD0000191,CUST025519,2024-05-08,Southeast,Delivered,656.46,0,Credit Card
ORD0000192,CUST034721,2026-01-07,South,Delivered,1681.65,0,Debit Card
ORD0000193,CUST021330,2024-05-31,North,Shipped,233.2,0,Wallet
ORD0000194,CUST022517,2026-01-10,Southeast,Shipped,205.38,0,Debit Card
ORD0000195,CUST012836,2024-12-23,Northeast,Delivered,329.15,0,UPI/Pix
ORD0000196,CUST000386,2023-09-21,Northeast,Delivered,1332.89,0,Credit Card
ORD0000197,CUST033403,2025-10-22,Southeast,Delivered,413.67,0,Credit Card
ORD0000198,CUST026767,2025-12-28,Southeast,Delivered,1789.83,0,Credit Card
ORD0000199,CUST024068,2026-05-19,Southeast,Delivered,130.23,0,Credit Card
ORD0000200,CUST001110,2023-12-10,Southeast,Returned,262.11,1,Debit Card
ORD0000201,CUST026287,2026-06-23,Southeast,Delivered,120.53,0,Credit Card
ORD0000202,CUST023233,2026-02-12,South,Shipped,373.47,0,UPI/Pix
ORD0000203,CUST019829,2026-06-02,Central-West,Delivered,19.68,0,Debit Card
ORD0000204,CUST021655,2025-01-07,Northeast,Shipped,810.64,0,Credit Card
ORD0000205,CUST031975,2025-08-11,Northeast,Delivered,1126.22,0,Debit Card
ORD0000206,CUST000267,2025-09-23,Northeast,Delivered,413.61,0,UPI/Pix
ORD0000207,CUST005681,2025-11-25,Southeast,Delivered,739.47,0,Debit Card
ORD0000208,CUST031110,2025-10-06,Northeast,Returned,255.72,1,Credit Card
ORD0000209,CUST000310,2025-11-03,Southeast,Shipped,1327.27,0,Credit Card
ORD0000210,CUST031482,2026-06-17,Central-West,Cancelled,302.4,0,
ORD0000211,CUST001103,2024-07-13,North,Delivered,650.36,0,Credit Card
ORD0000212,CUST026974,2025-04-10,Northeast,Returned,851.24,1,UPI/Pix
ORD0000213,CUST030970,2025-12-25,Southeast,Cancelled,86.21,0,
ORD0000214,CUST021357,2026-03-22,Northeast,Shipped,97.79,0,COD
ORD0000215,CUST022296,2025-12-29,Southeast,Delivered,172.52,0,Credit Card
ORD0000216,CUST001852,2025-12-23,Northeast,Shipped,499.38,0,COD
ORD0000217,CUST007427,2026-03-13,Southeast,Delivered,411.8,0,Wallet
ORD0000218,CUST031313,2026-05-21,South,Delivered,508.86,0,Credit Card
ORD0000219,CUST028560,2025-09-11,Southeast,Delivered,93.24,0,UPI/Pix
ORD0000220,CUST002123,2024-11-12,Central-West,Cancelled,532.64,0,
ORD0000221,CUST028221,2026-04-18,South,Shipped,173.51,0,UPI/Pix
ORD0000222,CUST014761,2026-05-21,South,Delivered,78.0,0,Credit Card
ORD0000223,CUST019512,2026-05-21,Southeast,Delivered,287.84,0,Credit Card
ORD0000224,CUST003952,2025-12-14,Northeast,Delivered,445.29,0,Credit Card
ORD0000225,CUST013751,2025-12-09,Southeast,Returned,22.96,1,Credit Card
ORD0000226,CUST015178,2024-09-13,Southeast,Delivered,927.96,0,Credit Card
ORD0000227,CUST023233,2024-06-13,South,Delivered,93.7,0,UPI/Pix
ORD0000228,CUST022835,2025-02-12,Southeast,Returned,752.47,1,Credit Card
ORD0000229,CUST019043,2024-11-02,Southeast,Delivered,476.52,0,UPI/Pix
ORD0000230,CUST001163,2025-03-19,Southeast,Returned,891.08,1,Credit Card
ORD0000231,CUST005838,2025-05-31,Southeast,Delivered,498.75,0,UPI/Pix
ORD0000232,CUST005776,2025-08-30,Southeast,Returned,241.34,1,Credit Card
ORD0000233,CUST030845,2025-08-20,North,Delivered,2312.29,0,Credit Card
ORD0000234,CUST031404,2026-06-06,South,Delivered,487.32,0,Debit Card
ORD0000235,CUST027963,2026-04-23,Southeast,Shipped,333.49,0,Credit Card
ORD0000236,CUST006249,2025-04-20,Northeast,Cancelled,659.58,0,
ORD0000237,CUST029204,2026-04-27,Southeast,Delivered,75.12,0,Wallet
ORD0000238,CUST006604,2023-12-30,Northeast,Delivered,826.51,0,UPI/Pix
ORD0000239,CUST019251,2026-04-07,Northeast,Delivered,312.15,0,UPI/Pix
ORD0000240,CUST025443,2024-02-12,Southeast,Returned,571.14,1,Wallet
ORD0000241,CUST001897,2024-12-04,South,Delivered,649.95,0,Debit Card
ORD0000242,CUST020902,2024-11-10,Southeast,Delivered,20.34,0,Credit Card
ORD0000243,CUST008677,2025-03-02,Southeast,Delivered,660.48,0,Debit Card
ORD0000244,CUST017278,2025-04-04,Northeast,Returned,55.1,1,Credit Card
ORD0000245,CUST013178,2025-12-21,Southeast,Delivered,523.54,0,UPI/Pix
ORD0000246,CUST023751,2025-08-10,Northeast,Delivered,1333.05,0,Credit Card
ORD0000247,CUST017007,2026-06-03,Southeast,Cancelled,741.52,0,
ORD0000248,CUST010397,2026-03-21,South,Delivered,1097.66,0,Wallet
ORD0000249,CUST031681,2026-01-18,Southeast,Returned,470.55,1,UPI/Pix
ORD0000250,CUST033603,2026-06-22,Northeast,Delivered,953.04,0,Wallet
ORD0000251,CUST027795,2026-02-01,Northeast,Cancelled,245.72,0,
ORD0000252,CUST020253,2024-07-05,Northeast,Delivered,545.62,0,Debit Card
ORD0000253,CUST030743,2025-08-19,South,Delivered,692.46,0,UPI/Pix
ORD0000254,CUST021010,2024-10-30,Southeast,Returned,169.22,1,COD
ORD0000255,CUST005371,2024-03-06,Southeast,Returned,82.29,1,Credit Card
ORD0000256,CUST000656,2026-06-26,Southeast,Delivered,571.35,0,Credit Card
ORD0000257,CUST025136,2026-05-13,Southeast,Delivered,127.79,0,Debit Card
ORD0000258,CUST026090,2025-11-11,Southeast,Returned,242.8,1,Credit Card
ORD0000259,CUST032315,2025-12-12,Southeast,Delivered,575.74,0,Credit Card
ORD0000260,CUST028566,2025-02-08,Central-West,Returned,214.88,1,Credit Card
ORD0000261,CUST022203,2024-04-14,Southeast,Cancelled,86.39,0,
ORD0000262,CUST006712,2026-03-08,Southeast,Returned,610.7,1,UPI/Pix
ORD0000263,CUST020722,2025-10-06,Southeast,Delivered,60.2,0,Credit Card
ORD0000264,CUST015167,2025-07-14,Southeast,Cancelled,178.3,0,
ORD0000265,CUST008156,2025-12-14,Southeast,Delivered,228.78,0,Credit Card
ORD0000266,CUST027690,2025-08-07,Southeast,Returned,489.86,1,Debit Card
ORD0000267,CUST005403,2025-05-23,Central-West,Delivered,333.84,0,Credit Card
ORD0000268,CUST021857,2026-01-15,Southeast,Delivered,185.1,0,Credit Card
ORD0000269,CUST021290,2025-09-07,Southeast,Returned,615.5,1,UPI/Pix
ORD0000270,CUST010446,2024-09-26,Northeast,Delivered,356.78,0,Credit Card
ORD0000271,CUST014976,2026-01-07,South,Delivered,31.94,0,COD
ORD0000272,CUST004233,2025-05-05,Southeast,Returned,1140.23,1,UPI/Pix
ORD0000273,CUST000972,2026-02-17,Central-West,Delivered,527.13,0,UPI/Pix
ORD0000274,CUST000469,2026-06-17,Southeast,Delivered,888.7,0,Credit Card
ORD0000275,CUST006241,2025-08-17,North,Delivered,639.53,0,Credit Card
ORD0000276,CUST030173,2026-01-29,South,Returned,1329.55,1,Credit Card
ORD0000277,CUST018192,2025-09-12,Northeast,Shipped,760.15,0,Wallet
ORD0000278,CUST004261,2026-06-14,Southeast,Delivered,490.86,0,Credit Card
ORD0000279,CUST031505,2025-10-01,Central-West,Delivered,1187.76,0,Credit Card
ORD0000280,CUST019829,2025-06-18,Central-West,Delivered,565.01,0,UPI/Pix
ORD0000281,CUST001034,2025-04-11,Southeast,Delivered,362.71,0,Credit Card
ORD0000282,CUST026446,2024-11-09,Central-West,Delivered,600.48,0,COD
ORD0000283,CUST016501,2025-04-21,Southeast,Delivered,735.66,0,UPI/Pix
ORD0000284,CUST018477,2025-10-28,South,Shipped,242.05,0,UPI/Pix
ORD0000285,CUST021359,2024-03-11,Southeast,Delivered,126.1,0,Credit Card
ORD0000286,CUST003416,2025-07-16,South,Delivered,221.7,0,UPI/Pix
ORD0000287,CUST033161,2025-02-28,Southeast,Delivered,51.56,0,Wallet
ORD0000288,CUST008757,2026-05-25,Southeast,Shipped,70.4,0,Credit Card
ORD0000289,CUST021588,2025-12-16,South,Cancelled,890.41,0,
ORD0000290,CUST029777,2025-12-28,Southeast,Cancelled,1477.47,0,
ORD0000291,CUST011479,2025-12-03,Southeast,Cancelled,727.91,0,
ORD0000292,CUST021784,2026-01-02,Central-West,Cancelled,354.87,0,
ORD0000293,CUST034629,2025-02-04,Southeast,Cancelled,594.36,0,
ORD0000294,CUST029620,2025-11-30,South,Delivered,965.63,0,Credit Card
ORD0000295,CUST026971,2025-07-14,Northeast,Cancelled,973.26,0,
ORD0000296,CUST015340,2025-11-06,Southeast,Delivered,787.09,0,Wallet
ORD0000297,CUST015744,2025-07-08,Northeast,Cancelled,201.49,0,
ORD0000298,CUST016839,2026-02-27,Southeast,Returned,131.16,1,Credit Card
ORD0000299,CUST023895,2025-04-26,Southeast,Delivered,291.25,0,UPI/Pix
ORD0000300,CUST005235,2026-04-06,South,Delivered,417.79,0,Credit Card
ORD0000301,CUST029934,2024-12-01,Northeast,Cancelled,251.21,0,
ORD0000302,CUST000700,2026-04-15,South,Delivered,523.46,0,Credit Card
ORD0000303,CUST006087,2025-08-06,Northeast,Delivered,330.29,0,Credit Card
ORD0000304,CUST016690,2025-05-08,South,Delivered,303.55,0,Wallet
ORD0000305,CUST008677,2025-06-19,Southeast,Delivered,307.49,0,Credit Card
ORD0000306,CUST012598,2026-01-01,Southeast,Delivered,337.26,0,Credit Card
ORD0000307,CUST011513,2024-12-28,North,Delivered,204.97,0,Credit Card
ORD0000308,CUST009252,2025-12-04,South,Delivered,405.72,0,Credit Card
ORD0000309,CUST013019,2025-10-01,Southeast,Returned,474.04,1,UPI/Pix
ORD0000310,CUST017544,2023-10-10,Central-West,Shipped,1099.31,0,Credit Card
ORD0000311,CUST016555,2024-06-21,Central-West,Shipped,844.76,0,Credit Card
ORD0000312,CUST028172,2025-01-31,Southeast,Cancelled,1201.38,0,
ORD0000313,CUST010635,2025-12-25,Southeast,Delivered,934.98,0,Credit Card
ORD0000314,CUST009725,2025-01-11,Southeast,Delivered,88.56,0,Credit Card
ORD0000315,CUST017506,2026-04-17,Northeast,Shipped,1078.82,0,UPI/Pix
ORD0000316,CUST001772,2024-09-06,Northeast,Delivered,415.39,0,Wallet
ORD0000317,CUST004042,2023-09-11,Southeast,Returned,108.99,1,Credit Card
ORD0000318,CUST027841,2026-05-30,Northeast,Cancelled,382.76,0,
ORD0000319,CUST017136,2025-02-16,Central-West,Delivered,476.52,0,Debit Card
ORD0000320,CUST002366,2025-08-12,Southeast,Delivered,474.67,0,UPI/Pix
ORD0000321,CUST015388,2025-09-24,Southeast,Cancelled,1530.53,0,
ORD0000322,CUST013737,2025-05-05,North,Shipped,595.7,0,Debit Card
ORD0000323,CUST008663,2024-03-13,Southeast,Delivered,236.55,0,COD
ORD0000324,CUST012799,2025-09-25,Northeast,Delivered,939.2,0,UPI/Pix
ORD0000325,CUST006621,2026-06-28,Southeast,Delivered,225.93,0,Credit Card
ORD0000326,CUST015670,2026-01-08,Southeast,Delivered,418.41,0,Credit Card
ORD0000327,CUST014150,2025-06-08,Southeast,Delivered,84.0,0,Credit Card
ORD0000328,CUST021191,2026-02-25,Southeast,Returned,124.98,1,UPI/Pix
ORD0000329,CUST032966,2026-04-17,Northeast,Delivered,490.09,0,Credit Card
ORD0000330,CUST006516,2025-09-19,Southeast,Cancelled,748.38,0,
ORD0000331,CUST014493,2026-01-08,Southeast,Shipped,368.15,0,Debit Card
ORD0000332,CUST019556,2026-02-16,South,Delivered,667.36,0,Debit Card
ORD0000333,CUST018979,2024-12-31,Southeast,Delivered,549.96,0,Credit Card
ORD0000334,CUST022999,2025-07-09,Northeast,Delivered,417.79,0,Credit Card
ORD0000335,CUST009211,2026-05-08,North,Delivered,561.85,0,Credit Card
ORD0000336,CUST022010,2026-01-04,Northeast,Returned,486.47,1,UPI/Pix
ORD0000337,CUST007119,2025-06-28,Northeast,Returned,782.59,1,Credit Card
ORD0000338,CUST004585,2025-01-06,Northeast,Delivered,137.45,0,Credit Card
ORD0000339,CUST028888,2024-07-24,Southeast,Delivered,1275.3,0,UPI/Pix
ORD0000340,CUST016516,2026-06-15,South,Shipped,612.22,0,Wallet
ORD0000341,CUST013695,2026-06-27,South,Delivered,458.38,0,Debit Card
ORD0000342,CUST032424,2025-09-06,Central-West,Returned,182.92,1,Credit Card
