order_id,product_id,product_name,category,quantity,line_total
ORD0024883,PROD00001,Follow Plant,Books,1,54.58
ORD0025077,PROD00001,Follow Plant,Books,1,54.58
ORD0026386,PROD00001,Follow Plant,Books,1,54.58
ORD0026646,PROD00001,Follow Plant,Books,1,54.58
ORD0027101,PROD00001,Follow Plant,Books,1,54.58
ORD0028292,PROD00001,Follow Plant,Books,1,54.58
ORD0029348,PROD00001,Follow Plant,Books,1,54.58
ORD0029767,PROD00001,Follow Plant,Books,1,54.58
ORD0029840,PROD00001,Follow Plant,Books,1,54.58
ORD0029853,PROD00001,Follow Plant,Books,1,54.58
ORD0030425,PROD00001,Follow Plant,Books,1,54.58
ORD0031771,PROD00001,Follow Plant,Books,1,54.58
ORD0032609,PROD00001,Follow Plant,Books,1,54.58
ORD0032698,PROD00001,Follow Plant,Books,1,54.58
ORD0032746,PROD00001,Follow Plant,Books,1,54.58
ORD0033123,PROD00001,Follow Plant,Books,1,54.58
ORD0033386,PROD00001,Follow Plant,Books,1,54.58
ORD0035464,PROD00001,Follow Plant,Books,1,54.58
ORD0035522,PROD00001,Follow Plant,Books,3,163.74
ORD0036368,PROD00001,Follow Plant,Books,2,109.16
ORD0036647,PROD00001,Follow Plant,Books,1,54.58
ORD0037095,PROD00001,Follow Plant,Books,1,54.58
ORD0037921,PROD00001,Follow Plant,Books,1,54.58
ORD0038565,PROD00001,Follow Plant,Books,1,54.58
ORD0040119,PROD00001,Follow Plant,Books,1,54.58
ORD0040146,PROD00001,Follow Plant,Books,1,54.58
ORD0040557,PROD00001,Follow Plant,Books,1,54.58
ORD0041617,PROD00001,Follow Plant,Books,1,54.58
ORD0041848,PROD00001,Follow Plant,Books,1,54.58
ORD0043026,PROD00001,Follow Plant,Books,1,54.58
ORD0043943,PROD00001,Follow Plant,Books,2,109.16
ORD0045269,PROD00001,Follow Plant,Books,2,109.16
ORD0045550,PROD00001,Follow Plant,Books,1,54.58
ORD0046460,PROD00001,Follow Plant,Books,1,54.58
ORD0047242,PROD00001,Follow Plant,Books,1,54.58
ORD0047267,PROD00001,Follow Plant,Books,1,54.58
ORD0047336,PROD00001,Follow Plant,Books,1,54.58
ORD0047988,PROD00001,Follow Plant,Books,1,54.58
ORD0048201,PROD00001,Follow Plant,Books,3,163.74
ORD0048558,PROD00001,Follow Plant,Books,1,54.58
ORD0048879,PROD00001,Follow Plant,Books,1,54.58
ORD0050548,PROD00001,Follow Plant,Books,2,109.16
ORD0051302,PROD00001,Follow Plant,Books,2,109.16
ORD0051466,PROD00001,Follow Plant,Books,1,54.58
ORD0051581,PROD00001,Follow Plant,Books,1,54.58
ORD0054087,PROD00001,Follow Plant,Books,1,54.58
ORD0054146,PROD00001,Follow Plant,Books,1,54.58
ORD0054364,PROD00001,Follow Plant,Books,1,54.58
ORD0054693,PROD00001,Follow Plant,Books,1,54.58
ORD0055483,PROD00001,Follow Plant,Books,1,54.58
ORD0055952,PROD00001,Follow Plant,Books,1,54.58
ORD0056152,PROD00001,Follow Plant,Books,1,54.58
ORD0056849,PROD00001,Follow Plant,Books,2,109.16
ORD0058470,PROD00001,Follow Plant,Books,1,54.58
ORD0058755,PROD00001,Follow Plant,Books,1,54.58
ORD0059668,PROD00001,Follow Plant,Books,1,54.58
ORD0061046,PROD00001,Follow Plant,Books,1,54.58
ORD0061134,PROD00001,Follow Plant,Books,1,54.58
ORD0061574,PROD00001,Follow Plant,Books,1,54.58
ORD0063119,PROD00001,Follow Plant,Books,2,109.16
ORD0064085,PROD00001,Follow Plant,Books,1,54.58
ORD0065354,PROD00001,Follow Plant,Books,2,109.16
ORD0066182,PROD00001,Follow Plant,Books,2,109.16
ORD0068398,PROD00001,Follow Plant,Books,1,54.58
ORD0068521,PROD00001,Follow Plant,Books,1,54.58
ORD0068522,PROD00001,Follow Plant,Books,1,54.58
ORD0068660,PROD00001,Follow Plant,Books,2,109.16
ORD0069257,PROD00001,Follow Plant,Books,1,54.58
ORD0070226,PROD00001,Follow Plant,Books,1,54.58
ORD0070685,PROD00001,Follow Plant,Books,1,54.58
ORD0072472,PROD00001,Follow Plant,Books,1,54.58
ORD0072587,PROD00001,Follow Plant,Books,2,109.16
ORD0073492,PROD00001,Follow Plant,Books,1,54.58
ORD0073517,PROD00001,Follow Plant,Books,1,54.58
ORD0073826,PROD00001,Follow Plant,Books,1,54.58
ORD0074510,PROD00001,Follow Plant,Books,1,54.58
ORD0074522,PROD00001,Follow Plant,Books,1,54.58
ORD0074950,PROD00001,Follow Plant,Books,3,163.74
ORD0076097,PROD00001,Follow Plant,Books,2,109.16
ORD0076117,PROD00001,Follow Plant,Books,1,54.58
ORD0078763,PROD00001,Follow Plant,Books,2,109.16
ORD0079363,PROD00001,Follow Plant,Books,1,54.58
ORD0079458,PROD00001,Follow Plant,Books,1,54.58
ORD0081475,PROD00001,Follow Plant,Books,1,54.58
ORD0082509,PROD00001,Follow Plant,Books,1,54.58
ORD0083724,PROD00001,Follow Plant,Books,2,109.16
ORD0085247,PROD00001,Follow Plant,Books,1,54.58
ORD0085728,PROD00001,Follow Plant,Books,1,54.58
ORD0086402,PROD00001,Follow Plant,Books,1,54.58
ORD0086800,PROD00001,Follow Plant,Books,1,54.58
ORD0087315,PROD00001,Follow Plant,Books,1,54.58
ORD0088557,PROD00001,Follow Plant,Books,1,54.58
ORD0088881,PROD00001,Follow Plant,Books,1,54.58
ORD0090515,PROD00001,Follow Plant,Books,1,54.58
ORD0090565,PROD00001,Follow Plant,Books,1,54.58
ORD0091449,PROD00001,Follow Plant,Books,1,54.58
ORD0092266,PROD00001,Follow Plant,Books,1,54.58
ORD0092992,PROD00001,Follow Plant,Books,1,54.58
ORD0093943,PROD00001,Follow Plant,Books,1,54.58
ORD0095505,PROD00001,Follow Plant,Books,1,54.58
ORD0095703,PROD00001,Follow Plant,Books,1,54.58
ORD0098422,PROD00001,Follow Plant,Books,1,54.58
ORD0099917,PROD00001,Follow Plant,Books,2,109.16
ORD0100350,PROD00001,Follow Plant,Books,1,54.58
ORD0101967,PROD00001,Follow Plant,Books,1,54.58
ORD0000084,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0002072,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0002554,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0002793,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0004103,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0004304,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0004545,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0004873,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0005644,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0005978,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0006316,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0008708,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0009703,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0009892,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0010392,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0011163,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0013712,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0014174,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0014282,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0014645,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0015689,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0015761,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0016733,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0016968,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0018490,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0018538,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0020253,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0021231,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0021423,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0021793,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0021852,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0022790,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0023060,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0023486,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0023805,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0024928,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0025351,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0026451,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0026646,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0026894,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0027005,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0029276,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0030543,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0031801,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0033330,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0034554,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0035873,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0037674,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0038234,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0038686,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0038832,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0041954,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0042385,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0042686,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0043991,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0044741,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0045226,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0046425,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0047501,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0047576,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0048147,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0049622,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0050347,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0050735,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0050749,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0051855,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0052733,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0052812,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0052964,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0055433,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0056855,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0057276,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0057560,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0057667,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0058021,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0058653,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0059389,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0060467,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0064427,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0064447,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0064968,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0065618,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0066831,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0067418,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0068133,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0068145,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0068555,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0068733,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0068782,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0070770,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0070802,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0072419,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0074101,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0075094,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0075709,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0075726,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0076433,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0079449,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0080094,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0080184,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0080222,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0080923,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0080958,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0081027,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0081324,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0082260,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0083193,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0083868,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0083915,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0085232,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0085300,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0086172,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0086906,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0087189,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0087635,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0088068,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0091673,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0092414,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0092596,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0092896,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0093599,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0093615,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0094161,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0094215,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0094258,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0097238,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0097388,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0097918,PROD00002,Security Full,Sports & Leisure,2,1059.24
ORD0098135,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0099479,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0100358,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0100488,PROD00002,Security Full,Sports & Leisure,3,1588.86
ORD0100737,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0101044,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0101531,PROD00002,Security Full,Sports & Leisure,1,529.62
ORD0000013,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0000380,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0003638,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0004536,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0005531,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0006302,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0006917,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0009282,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0009648,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0010051,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0010622,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0010952,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0012186,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0013119,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0013268,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0014512,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0015633,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0016972,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0017929,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0018092,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0018384,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0018899,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0020111,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0021259,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0022055,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0022771,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0022949,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0024127,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0024923,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0025917,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0025924,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0025939,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0026343,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0026500,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0026535,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0026724,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0029018,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0029490,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0029886,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0030912,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0031027,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0032424,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0032830,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0033264,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0034261,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0034666,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0034694,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0039817,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0040516,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0041821,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0046659,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0047298,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0047727,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0049680,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0049924,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0050936,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0052804,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0053158,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0054512,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0054891,PROD00003,Adult Response,Home & Furniture,3,1723.05
ORD0055010,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0055277,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0055422,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0055617,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0056576,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0057431,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0057601,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0058093,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0058311,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0059244,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0060171,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0060431,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0060450,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0060670,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0061455,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0062234,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0062432,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0062533,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0062977,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0063557,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0064126,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0065300,PROD00003,Adult Response,Home & Furniture,3,1723.05
ORD0066278,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0066624,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0067543,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0068380,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0068800,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0070500,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0070609,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0071075,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0071677,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0071722,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0072182,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0073384,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0073717,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0075183,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0075551,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0076146,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0079128,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0080978,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0083813,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0084778,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0085029,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0085459,PROD00003,Adult Response,Home & Furniture,2,1148.7
ORD0086107,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0086203,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0086767,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0087048,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0087933,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0088236,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0088921,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0089534,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0090115,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0091108,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0091660,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0092264,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0093576,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0093751,PROD00003,Adult Response,Home & Furniture,3,1723.05
ORD0093894,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0095137,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0097100,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0097635,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0098778,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0099234,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0099678,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0101051,PROD00003,Adult Response,Home & Furniture,1,574.35
ORD0002310,PROD00004,Democrat All,Groceries,1,199.51
ORD0003378,PROD00004,Democrat All,Groceries,1,199.51
ORD0003690,PROD00004,Democrat All,Groceries,1,199.51
ORD0004027,PROD00004,Democrat All,Groceries,1,199.51
ORD0005723,PROD00004,Democrat All,Groceries,1,199.51
ORD0005754,PROD00004,Democrat All,Groceries,1,199.51
ORD0005776,PROD00004,Democrat All,Groceries,1,199.51
ORD0005916,PROD00004,Democrat All,Groceries,2,399.02
ORD0006007,PROD00004,Democrat All,Groceries,1,199.51
ORD0007508,PROD00004,Democrat All,Groceries,1,199.51
ORD0007624,PROD00004,Democrat All,Groceries,1,199.51
ORD0010795,PROD00004,Democrat All,Groceries,1,199.51
ORD0010920,PROD00004,Democrat All,Groceries,3,598.53
ORD0011033,PROD00004,Democrat All,Groceries,1,199.51
ORD0013235,PROD00004,Democrat All,Groceries,1,199.51
ORD0013774,PROD00004,Democrat All,Groceries,1,199.51
ORD0015523,PROD00004,Democrat All,Groceries,1,199.51
ORD0015678,PROD00004,Democrat All,Groceries,1,199.51
ORD0015785,PROD00004,Democrat All,Groceries,1,199.51
ORD0016611,PROD00004,Democrat All,Groceries,1,199.51
ORD0016771,PROD00004,Democrat All,Groceries,1,199.51
ORD0017330,PROD00004,Democrat All,Groceries,1,199.51
ORD0017351,PROD00004,Democrat All,Groceries,1,199.51
ORD0018649,PROD00004,Democrat All,Groceries,1,199.51
ORD0019586,PROD00004,Democrat All,Groceries,1,199.51
ORD0020008,PROD00004,Democrat All,Groceries,1,199.51
ORD0020085,PROD00004,Democrat All,Groceries,1,199.51
ORD0020214,PROD00004,Democrat All,Groceries,1,199.51
ORD0021630,PROD00004,Democrat All,Groceries,1,199.51
ORD0023778,PROD00004,Democrat All,Groceries,1,199.51
